Price
1.419510e-01
5.987693e-02
6.501280e-02
6.718082e-02
5.754522e-02
-1.401674e-02
1.008419e-02
3.061828e-02
5.974680e-02
6.168702e-02
6.359022e-02
6.842868e-02
3.707273e-02
3.579464e-02
3.137976e-02
1.595638e-02
1.061884e-02
1.453246e-02
1.615056e-02
4.888949e-02
1.041836e-01
6.717716e-02
7.165659e-02
7.310723e-02
4.396242e-02
-2.542046e-02
2.472395e-02
1.967803e-02
2.097014e-02
3.712066e-02
4.731095e-02
-4.478460e-02
-6.633615e-03
1.088273e-03
2.168344e-02
2.276927e-02
-1.490878e-03
-4.606166e-04
-3.376058e-02
-6.046738e-02
-2.503167e-02
-4.812306e-02
-9.341420e-02
-7.273874e-02
-5.897531e-02
-9.087157e-02
-1.616672e-01
-1.766408e-01
-1.331652e-01
-1.324379e-01
-1.397658e-01
-1.654285e-01
-2.053798e-01
-1.645773e-01
-1.639630e-01
-1.438766e-01
-1.786729e-01
-2.231217e-01
-2.225939e-01
-1.075634e-01
-1.070781e-01
-1.407729e-01
-5.171083e-02
3.571180e-04
4.749933e-03
-1.201643e-02
2.143096e-02
1.516700e-02
1.548258e-02
-4.567646e-02
-4.188927e-02
-5.472407e-02
-3.763910e-02
-1.352264e-02
3.982900e-02
1.707446e-02
-1.304465e-02
6.272431e-04
-1.744934e-02
-1.738691e-02
-9.338047e-03
-5.932375e-03
2.080943e-02
3.713262e-02
5.316340e-02
-2.018301e-01
-2.019618e-01
5.276726e-02
2.995396e-02
8.069107e-02
8.352828e-02
8.322818e-02
5.036728e-02
4.998998e-02
5.701456e-02
4.377418e-02
-2.793104e-03
6.703623e-03
6.101146e-03
5.447114e-03
-7.332948e-03
3.353337e-02
3.916141e-02
3.827545e-02
4.373481e-02
2.009892e-02
1.033525e-01
1.021936e-01
1.662119e-02
-7.824952e-03
1.394153e-02
3.511595e-02
5.572820e-02
7.077390e-03
5.478409e-03
5.094814e-02
2.720504e-02
2.878948e-02
1.762429e-02
1.361410e-02
1.287982e-02
1.220279e-02
-1.401776e-03
-1.180980e-02
-1.230241e-02
5.118894e-02
5.391851e-02
4.660036e-02
4.236638e-02
5.939529e-02
6.237063e-02
6.235282e-02
1.864803e-02
1.236021e-02
1.853409e-02
-2.515681e-02
5.409274e-02
4.829757e-02
4.876018e-02
1.130792e-02
1.189713e-02
-3.244991e-02
-5.398703e-02
1.402173e-02
1.484208e-02
-5.455989e-04
3.757921e-04
-6.647988e-02
-6.546996e-02
-2.808889e-02
-3.907128e-02
-3.795498e-02
1.001995e-02
-1.530463e-02
2.522045e-03
-1.444023e-02
-1.723557e-02
3.542616e-02
3.664939e-02
-1.815519e-02
-2.032961e-02
4.415339e-03
-1.458089e-02
-1.338452e-02
-3.962530e-02
-2.461364e-02
-2.345764e-02
-3.268037e-02
-2.808973e-02
-4.514750e-02
-1.936734e-02
5.840153e-03
1.024030e-02
2.456043e-02
3.868503e-02
9.918758e-03
-2.440057e-01
-2.430598e-01
1.275557e-02
1.365511e-02
1.452938e-02
-1.528919e-02
-7.574189e-03
-2.291422e-02
3.327715e-02
-1.872505e-03
1.915666e-02
2.982887e-02
1.369777e-02
7.503330e-03
3.039797e-03
-7.506338e-03
4.249663e-02
6.570975e-02
6.612646e-02
6.972338e-02
5.066417e-02
3.689758e-02
6.676435e-02
2.844714e-02
2.871057e-02
5.265206e-03
1.571164e-02
1.930454e-02
-4.793354e-03
4.227017e-02
-1.103024e-02
-3.556819e-02
-3.542541e-02
-4.968280e-02
-4.956426e-02
-4.945759e-02
-1.614125e-01
-3.489085e-02
-3.125345e-02
-3.119222e-02
-3.069100e-03
2.090186e-02
1.087950e-02
-1.670355e-01
4.101750e-02
2.094087e-02
1.414009e-02
3.847639e-03
3.560578e-04
-2.707907e-02
-4.532208e-02
3.401972e-02
3.390998e-02
1.358227e-02
2.359219e-02
9.873478e-03
-1.050398e-02
-1.069630e-02
1.609938e-02
1.587290e-02
1.562908e-02
5.146757e-03
-8.926082e-03
-1.725419e-02
-2.963887e-02
-9.862659e-03
-1.020342e-02
2.357855e-02
2.881511e-03
-1.127285e-02
3.259286e-03
2.911846e-03
-1.231023e-02
-1.262508e-02
3.454830e-02
3.758415e-02
2.738804e-02
1.711898e-02
-3.276302e-03
6.282292e-02
8.494444e-02
6.898905e-02
6.250171e-02
2.834994e-03
2.360545e-02
2.662225e-02
1.308779e-02
1.317882e-02
2.003757e-02
1.346074e-02
6.869731e-03
-1.515934e-02
-1.491564e-02
7.598477e-03
-6.621957e-02
-4.059360e-02
-4.026852e-02
5.452642e-03
3.729962e-02
3.364573e-02
-1.417918e-02
-6.880611e-03
-6.534319e-03
1.434780e-02
2.813272e-02
2.842741e-02
5.533689e-02
-1.203077e-02
-8.354354e-03
-3.280347e-02
-2.559952e-02
-3.619677e-02
-4.725130e-02
-5.836299e-02
1.583050e-02
1.565191e-02
2.552342e-02
1.436752e-03
-4.465356e-02
-7.557332e-02
-9.020619e-02
9.703041e-03
-2.558513e-02
-8.432877e-02
-8.515952e-02
-6.027967e-02
-2.588918e-02
2.622313e-03
2.691852e-02
4.547241e-02
7.311725e-02
7.811459e-02
7.359427e-02
1.360794e-01
1.305903e-01
5.645533e-02
3.226009e-02
6.279734e-02
3.873805e-02
2.073241e-02
2.100771e-02
1.223426e-02
1.549151e-02
1.698898e-02
1.519034e-02
1.338421e-02
1.157526e-02
9.768214e-03
-3.077323e-02
-5.117340e-02
-5.294667e-02
5.925377e-03
4.197125e-03
-7.211317e-02
-7.377930e-02
-5.560511e-02
-5.264676e-02
-7.152048e-02
-7.301463e-02
-9.209468e-02
-1.042143e-01
-9.559207e-02
-8.988189e-02
-9.727597e-02
-7.728174e-02
-7.834573e-02
-1.441086e-01
-1.790564e-01
-1.729222e-01
-1.637367e-01
-1.399106e-01
-1.258651e-01
-1.373603e-01
-1.676583e-01
-1.718166e-01
-2.150058e-01
-2.152047e-01
-2.365446e-01
-1.536158e-01
-1.241559e-01
-5.069868e-02
1.665710e-01
1.797720e-01
2.096911e-01
2.010878e-01
6.935175e-01
6.941007e-01
4.006416e-01
-7.505923e-02
-1.098955e-01
-3.393219e-02
-7.167824e-02
